Shares,Percent of Outstanding Shares,Registration,Email,Date of Birth / Organization,Address,Address Extra,City,State,Postal Code,Country,Onboarded Date,Issue Date of Security,Cancellation Date of Security,Dividends,Restricted Shares Notes
8321855.1569566,0.0008322679102760387749211561314,Institution 146,real_email_for_shareholder_communication@gmx.com,6/16/1978,289 Georgia Tech Sta,516 Ferst Dr,Atlanta,GA,30498,USA,6/15/2000,,,,
454545.4545454,0.00004545904590321207763420481268,Institution 147,real_email_for_shareholder_communication@gmx.com,6/17/1978,290 Georgia Tech Sta,517 Ferst Dr,Atlanta,GA,30499,USA,6/16/2000,,,,
450000.0000000,0.00004500445544418535739251606679,Institution 148,real_email_for_shareholder_communication@gmx.com,6/18/1978,291 Georgia Tech Sta,518 Ferst Dr,Atlanta,GA,30500,USA,6/17/2000,,,,
646464.6161583,0.00006465286225364133732531156104,Institution 149,real_email_for_shareholder_communication@gmx.com,6/19/1978,292 Georgia Tech Sta,519 Ferst Dr,Atlanta,GA,30501,USA,6/18/2000,,,,
393431.8421052,0.00003934707957410498235798713949,Institution 150,real_email_for_shareholder_communication@gmx.com,6/20/1978,293 Georgia Tech Sta,520 Ferst Dr,Atlanta,GA,30502,USA,6/19/2000,,,,
379746.8354430,0.00003797844341281084974427987195,Institution 151,real_email_for_shareholder_communication@gmx.com,6/21/1978,294 Georgia Tech Sta,521 Ferst Dr,Atlanta,GA,30503,USA,6/20/2000,,,,
375000.0000000,0.00003750371287015446449376338900,Institution 152,real_email_for_shareholder_communication@gmx.com,6/22/1978,295 Georgia Tech Sta,522 Ferst Dr,Atlanta,GA,30504,USA,6/21/2000,,,,
373125.0000000,0.00003731619430580369217129457205,Institution 153,real_email_for_shareholder_communication@gmx.com,6/23/1978,296 Georgia Tech Sta,523 Ferst Dr,Atlanta,GA,30505,USA,6/22/2000,,,,
386636.7121875,0.00003866749930384146999238235552,Institution 154,real_email_for_shareholder_communication@gmx.com,6/24/1978,297 Georgia Tech Sta,524 Ferst Dr,Atlanta,GA,30506,USA,6/23/2000,,,,
321425.8571428,0.00003214576814753828978704540265,Institution 155,real_email_for_shareholder_communication@gmx.com,6/25/1978,298 Georgia Tech Sta,525 Ferst Dr,Atlanta,GA,30507,USA,6/24/2000,,,,
300000.0000000,0.00003000297029612357159501071120,Institution 156,real_email_for_shareholder_communication@gmx.com,6/26/1978,299 Georgia Tech Sta,526 Ferst Dr,Atlanta,GA,30508,USA,6/25/2000,,,,
285714.2857142,0.00002857425742487101971802083250,Institution 157,real_email_for_shareholder_communication@gmx.com,6/27/1978,300 Georgia Tech Sta,527 Ferst Dr,Atlanta,GA,30509,USA,6/26/2000,,,,
277777.7777777,0.00002778052805195849144752573759,Institution 158,real_email_for_shareholder_communication@gmx.com,6/28/1978,301 Georgia Tech Sta,528 Ferst Dr,Atlanta,GA,30510,USA,6/27/2000,,,,
270270.2702702,0.00002702970296947366740786821538,Institution 159,real_email_for_shareholder_communication@gmx.com,6/29/1978,302 Georgia Tech Sta,529 Ferst Dr,Atlanta,GA,30511,USA,6/28/2000,,,,
265957.4468085,0.00002659837792209430095407700909,Institution 160,real_email_for_shareholder_communication@gmx.com,6/30/1978,303 Georgia Tech Sta,530 Ferst Dr,Atlanta,GA,30512,USA,6/29/2000,,,,
230000.0000000,0.00002300227722702807155617487858,Institution 162,real_email_for_shareholder_communication@gmx.com,7/2/1978,305 Georgia Tech Sta,532 Ferst Dr,Atlanta,GA,30514,USA,7/1/2000,,,,
192307.6923076,0.00001923267326673664754440293069,Institution 163,real_email_for_shareholder_communication@gmx.com,7/3/1978,306 Georgia Tech Sta,533 Ferst Dr,Atlanta,GA,30515,USA,7/2/2000,,,,
183924.1839241,0.00001839423942337846941100714815,Institution 164,real_email_for_shareholder_communication@gmx.com,7/4/1978,307 Georgia Tech Sta,534 Ferst Dr,Atlanta,GA,30516,USA,7/3/2000,,,,
850000.0000000,0.00008500841583901678618586368172,Institution 165,real_email_for_shareholder_communication@gmx.com,7/5/1978,308 Georgia Tech Sta,535 Ferst Dr,Atlanta,GA,30517,USA,7/4/2000,,,,
169491.5254237,0.00001695083067577314750850868372,Institution 166,real_email_for_shareholder_communication@gmx.com,7/6/1978,309 Georgia Tech Sta,536 Ferst Dr,Atlanta,GA,30518,USA,7/5/2000,,,,
162105.2631578,0.00001621213131789589388878946808,Institution 167,real_email_for_shareholder_communication@gmx.com,7/7/1978,310 Georgia Tech Sta,537 Ferst Dr,Atlanta,GA,30519,USA,7/6/2000,,,,
131578.9473684,0.00001315919749829770663147514536,Institution 169,real_email_for_shareholder_communication@gmx.com,7/9/1978,312 Georgia Tech Sta,539 Ferst Dr,Atlanta,GA,30521,USA,7/8/2000,,,,
330233.3302253,0.00003302660265846547449010146408,Institution 170,real_email_for_shareholder_communication@gmx.com,7/10/1978,313 Georgia Tech Sta,540 Ferst Dr,Atlanta,GA,30522,USA,7/9/2000,,,,
116279.0697674,0.00001162905825430727539755973128,Institution 172,real_email_for_shareholder_communication@gmx.com,7/12/1978,315 Georgia Tech Sta,542 Ferst Dr,Atlanta,GA,30524,USA,7/11/2000,,,,
112359.5505617,0.00001123706752662826554713598640,Institution 173,real_email_for_shareholder_communication@gmx.com,7/13/1978,316 Georgia Tech Sta,543 Ferst Dr,Atlanta,GA,30525,USA,7/12/2000,,,,
112359.5505617,0.00001123706752662826554713598640,Institution 174,real_email_for_shareholder_communication@gmx.com,7/14/1978,317 Georgia Tech Sta,544 Ferst Dr,Atlanta,GA,30526,USA,7/13/2000,,,,
111111.1111111,0.00001111221122078539677703003661,Institution 175,real_email_for_shareholder_communication@gmx.com,7/15/1978,318 Georgia Tech Sta,545 Ferst Dr,Atlanta,GA,30527,USA,7/14/2000,,,,
105299.9500000,0.00001053103757344432427592016046,Institution 176,real_email_for_shareholder_communication@gmx.com,7/16/1978,319 Georgia Tech Sta,546 Ferst Dr,Atlanta,GA,30528,USA,7/15/2000,,,,
101010.1010199,0.00001010201020169500328061874036,Institution 177,real_email_for_shareholder_communication@gmx.com,7/17/1978,320 Georgia Tech Sta,547 Ferst Dr,Atlanta,GA,30529,USA,7/16/2000,,,,
100000.0018939,0.00001000099028811660867776501121,Institution 179,real_email_for_shareholder_communication@gmx.com,7/19/1978,322 Georgia Tech Sta,549 Ferst Dr,Atlanta,GA,30531,USA,7/18/2000,,,,
100000.0000000,0.00001000099009870785719833690373,Institution 180,real_email_for_shareholder_communication@gmx.com,7/20/1978,323 Georgia Tech Sta,550 Ferst Dr,Atlanta,GA,30532,USA,7/19/2000,,,,
0E-7,0,Institution 181,real_email_for_shareholder_communication@gmx.com,7/21/1978,324 Georgia Tech Sta,551 Ferst Dr,Atlanta,GA,30533,USA,7/20/2000,,,,
100000.0000000,0.00001000099009870785719833690373,Institution 182,real_email_for_shareholder_communication@gmx.com,7/22/1978,325 Georgia Tech Sta,552 Ferst Dr,Atlanta,GA,30534,USA,7/21/2000,,,,
100000.0000000,0.00001000099009870785719833690373,Institution 185,real_email_for_shareholder_communication@gmx.com,7/25/1978,328 Georgia Tech Sta,555 Ferst Dr,Atlanta,GA,30537,USA,7/24/2000,,,,
80000.0000000,0.000008000792078966285758669522986,Institution 187,real_email_for_shareholder_communication@gmx.com,7/27/1978,330 Georgia Tech Sta,557 Ferst Dr,Atlanta,GA,30539,USA,7/26/2000,,,,
73333.3333333,0.000007334059405715761615414160118,Institution 188,real_email_for_shareholder_communication@gmx.com,7/28/1978,331 Georgia Tech Sta,558 Ferst Dr,Atlanta,GA,30540,USA,7/27/2000,,,,
500000.0000000,0.00005000495049353928599168451866,Institution 192,real_email_for_shareholder_communication@gmx.com,8/1/1978,335 Georgia Tech Sta,562 Ferst Dr,Atlanta,GA,30544,USA,7/31/2000,,,,
150000.0000000,0.00001500148514806178579750535560,Institution 193,real_email_for_shareholder_communication@gmx.com,8/2/1978,336 Georgia Tech Sta,563 Ferst Dr,Atlanta,GA,30545,USA,8/1/2000,,,,
30000.0000000,0.000003000297029612357159501071120,Institution 194,real_email_for_shareholder_communication@gmx.com,8/3/1978,337 Georgia Tech Sta,564 Ferst Dr,Atlanta,GA,30546,USA,8/2/2000,,,,
10000.0000000,0.000001000099009870785719833690373,Institution 195,real_email_for_shareholder_communication@gmx.com,8/4/1978,338 Georgia Tech Sta,565 Ferst Dr,Atlanta,GA,30547,USA,8/3/2000,,,,
5500.0000000,5.500544554289321459085297053E-7,Institution 196,real_email_for_shareholder_communication@gmx.com,8/5/1978,339 Georgia Tech Sta,566 Ferst Dr,Atlanta,GA,30548,USA,8/4/2000,,,,
2500.0000000,2.500247524676964299584225933E-7,Institution 197,real_email_for_shareholder_communication@gmx.com,8/6/1978,340 Georgia Tech Sta,567 Ferst Dr,Atlanta,GA,30549,USA,8/5/2000,,,,
1000.0000000,1.000099009870785719833690373E-7,Institution 198,real_email_for_shareholder_communication@gmx.com,8/7/1978,341 Georgia Tech Sta,568 Ferst Dr,Atlanta,GA,30550,USA,8/6/2000,,,,
300.0000000,3.000297029612357159501071120E-8,Institution 200,real_email_for_shareholder_communication@gmx.com,8/9/1978,343 Georgia Tech Sta,570 Ferst Dr,Atlanta,GA,30552,USA,8/8/2000,,,,
50.0000000,5.000495049353928599168451866E-9,Institution 201,real_email_for_shareholder_communication@gmx.com,8/10/1978,344 Georgia Tech Sta,571 Ferst Dr,Atlanta,GA,30553,USA,8/9/2000,,,,
30.3030303,3.030603059911441875292763034E-9,Institution 202,real_email_for_shareholder_communication@gmx.com,8/11/1978,345 Georgia Tech Sta,572 Ferst Dr,Atlanta,GA,30554,USA,8/10/2000,,,,
0E-7,0,Institution 203,real_email_for_shareholder_communication@gmx.com,8/12/1978,346 Georgia Tech Sta,573 Ferst Dr,Atlanta,GA,30555,USA,8/11/2000,,,,
0E-7,0,Institution 204,real_email_for_shareholder_communication@gmx.com,8/13/1978,347 Georgia Tech Sta,574 Ferst Dr,Atlanta,GA,30556,USA,8/12/2000,,,,
0.6118143,6.118748756547878556300453921E-11,Institution 206,real_email_for_shareholder_communication@gmx.com,8/15/1978,349 Georgia Tech Sta,576 Ferst Dr,Atlanta,GA,30558,USA,8/14/2000,,,,
0.2543124,2.543375794378632062966333997E-11,Institution 207,real_email_for_shareholder_communication@gmx.com,8/16/1978,350 Georgia Tech Sta,577 Ferst Dr,Atlanta,GA,30559,USA,8/15/2000,,,,
0.1976920,1.977115734593753705253619173E-11,Institution 208,real_email_for_shareholder_communication@gmx.com,8/17/1978,351 Georgia Tech Sta,578 Ferst Dr,Atlanta,GA,30560,USA,8/16/2000,,,,
0.0263160,2.631860554375959700314339586E-12,Institution 210,real_email_for_shareholder_communication@gmx.com,8/19/1978,353 Georgia Tech Sta,580 Ferst Dr,Atlanta,GA,30562,USA,8/18/2000,,,,
0.0104288,1.042983255414045011500159016E-12,CEO,real_email_for_shareholder_communication@gmx.com,8/22/1978,356 Georgia Tech Sta,583 Ferst Dr,Atlanta,GA,30565,USA,8/21/2000,,,,
0.0085176,8.518443326475404447255441123E-13,CFO,real_email_for_shareholder_communication@gmx.com,8/23/1978,357 Georgia Tech Sta,584 Ferst Dr,Atlanta,GA,30566,USA,8/22/2000,,,,
0.0081461,8.146906544308407552337225149E-13,CIO,real_email_for_shareholder_communication@gmx.com,8/24/1978,358 Georgia Tech Sta,585 Ferst Dr,Atlanta,GA,30567,USA,8/23/2000,,,,
200000.0076744,0.00002000198096493169853190960029,CISO ,real_email_for_shareholder_communication@gmx.com,8/25/1978,359 Georgia Tech Sta,586 Ferst Dr,Atlanta,GA,30568,USA,8/24/2000,,,,
0.0048231,4.823577534507786605329872039E-13,Big Manager 1,real_email_for_shareholder_communication@gmx.com,8/26/1978,360 Georgia Tech Sta,587 Ferst Dr,Atlanta,GA,30569,USA,8/25/2000,,,,
0.0032678,3.268123544455753575272533402E-13,Big Manager 2,real_email_for_shareholder_communication@gmx.com,8/27/1978,361 Georgia Tech Sta,588 Ferst Dr,Atlanta,GA,30570,USA,8/26/2000,,,,
1563421.8300850,0.0001563576624278380289479272285,Big Manager 4,real_email_for_shareholder_communication@gmx.com,8/29/1978,363 Georgia Tech Sta,590 Ferst Dr,Atlanta,GA,30572,USA,8/28/2000,,,,
0.0008553,8.553846831424830261737553762E-14,Big Manager 5,real_email_for_shareholder_communication@gmx.com,8/30/1978,364 Georgia Tech Sta,591 Ferst Dr,Atlanta,GA,30573,USA,8/29/2000,,,,
2380952.3809523,0.0002381188118739885039207987539,Big Manager 6,real_email_for_shareholder_communication@gmx.com,8/31/1978,365 Georgia Tech Sta,592 Ferst Dr,Atlanta,GA,30574,USA,8/30/2000,,,,
50000.0000216,0.000005000495051514142460489349021,Big Manager 7,real_email_for_shareholder_communication@gmx.com,9/1/1978,366 Georgia Tech Sta,593 Ferst Dr,Atlanta,GA,30575,USA,8/31/2000,,,,
