Blockchain Address,Number of Shares Not Yet Claimed on Blockchain,Registration,Email,Date of Birth / Organization,Address,Address Extra,City,State,Postal Code,Country,Onboarded Date,Issue Date of Security,Cancellation Date of Security,"Dividends ('n/a', 'Reinvested: auto', 'Reinvested: manual', 'Cash: direct deposit', 'Cash: virtual card', 'notOnboard/unresponsive')",Restricted Shares Notes
GC37VB2ARACJWCVJTPCNUGBS4HRA4PRSQWOP2NYEQEWZ2EDDOWQI3MWC,,Institution 72,real_email_for_shareholder_communication@gmx.com,4/3/1978,215 Georgia Tech Sta,442 Ferst Dr,Atlanta,GA,30424,USA,4/2/2000,,,,
GDL2HCOQDEFHZB5G2DHTQBMQZDCACKTE2HRHM434W5K7IUKPWN5VU2HJ,,Institution 73,real_email_for_shareholder_communication@gmx.com,4/4/1978,216 Georgia Tech Sta,443 Ferst Dr,Atlanta,GA,30425,USA,4/3/2000,,,,
GBU66AHFEOYERJBVCJLR73KCHRDVCB2UA6ALGWOHLHRNDEAMKTCPFNIS,,Institution 74,real_email_for_shareholder_communication@gmx.com,4/5/1978,217 Georgia Tech Sta,444 Ferst Dr,Atlanta,GA,30426,USA,4/4/2000,,,,
GAQOO22VHMIQUR7RANMCZKXTXKBWIBUMCL3N73ONH4M2QR6XXJC5XTFX,,Institution 75,real_email_for_shareholder_communication@gmx.com,4/6/1978,218 Georgia Tech Sta,445 Ferst Dr,Atlanta,GA,30427,USA,4/5/2000,,,,
GDZ6YTBHBL6RCEDJYGHNN3EASOWRLYCVJS5DP3SDCRDIADIGFLDKPC3P,,Institution 76,real_email_for_shareholder_communication@gmx.com,4/7/1978,219 Georgia Tech Sta,446 Ferst Dr,Atlanta,GA,30428,USA,4/6/2000,,,,
GCTQ76DHQERXX5KSKIOILF65THKADKVX7PPOSITFP3GZKQCBFNHEZEYQ,,Institution 77,real_email_for_shareholder_communication@gmx.com,4/8/1978,220 Georgia Tech Sta,447 Ferst Dr,Atlanta,GA,30429,USA,4/7/2000,,,,
GDLQCGIG72ZKGT6QXF4I2X2GDZBQ57HH7DQKSUW3JNIDNVQLMQY7R2XC,,Institution 78,real_email_for_shareholder_communication@gmx.com,4/9/1978,221 Georgia Tech Sta,448 Ferst Dr,Atlanta,GA,30430,USA,4/8/2000,,,,
GBAWMYWRWEX4ZFMACD4O6VHRH7XVINY37UZBMQDYUUPZ64O2AEIKD33W,,Institution 79,real_email_for_shareholder_communication@gmx.com,4/10/1978,222 Georgia Tech Sta,449 Ferst Dr,Atlanta,GA,30431,USA,4/9/2000,,,,
GBJ52PINC7BQZDG5GBYEY5K6MGAOASBM3WN2Z2ALZUG72AXNC7QAF4PT,,Institution 80,real_email_for_shareholder_communication@gmx.com,4/11/1978,223 Georgia Tech Sta,450 Ferst Dr,Atlanta,GA,30432,USA,4/10/2000,,,,
GDPY35KQXQVXMCZSNGYJBGXRU4NKQLL56JPOAYCCA4RRLX3XHNFE4H6S,,Institution 81,real_email_for_shareholder_communication@gmx.com,4/12/1978,224 Georgia Tech Sta,451 Ferst Dr,Atlanta,GA,30433,USA,4/11/2000,,,,
GDLLDMV4IX3ZZQL3UCF42HNSUTP5IICF5KCHFYNIUDLPROJGFVBWCF36,,Institution 82,real_email_for_shareholder_communication@gmx.com,4/13/1978,225 Georgia Tech Sta,452 Ferst Dr,Atlanta,GA,30434,USA,4/12/2000,,,,
GATNENKE2JO7S36JFOVCFCMFSXDNEBSZ7X5SPR4LANJTXJMP64BD6WFR,,Institution 83,real_email_for_shareholder_communication@gmx.com,4/14/1978,226 Georgia Tech Sta,453 Ferst Dr,Atlanta,GA,30435,USA,4/13/2000,,,,
GBBVZR32V2EFVHVZEEUBFGL2YI3NABB7QMKN5DHTLK5GGPOOBH2ZBCBF,,Institution 84,real_email_for_shareholder_communication@gmx.com,4/15/1978,227 Georgia Tech Sta,454 Ferst Dr,Atlanta,GA,30436,USA,4/14/2000,,,,
GCDCO3TWVI3JUINDQE3IIYHM3A5EYANJMMRJPOUBABSONRB753AUQRQB,,Institution 85,real_email_for_shareholder_communication@gmx.com,4/16/1978,228 Georgia Tech Sta,455 Ferst Dr,Atlanta,GA,30437,USA,4/15/2000,,,,
GDSLTT6DFJLXMAZKWQPCFZMDWMYJEPNKIVZS7U2HKR3GPRUPOR356TBC,,Institution 86,real_email_for_shareholder_communication@gmx.com,4/17/1978,229 Georgia Tech Sta,456 Ferst Dr,Atlanta,GA,30438,USA,4/16/2000,,,,
GCMRTGL3QZN5UDAAHKNCMSTW4TELMCEAQTR32PAGNOOKEARPT54WTITR,,Most ledgers are about this size give or take under 10B,real_email_for_shareholder_communication@gmx.com,4/18/1978,230 Georgia Tech Sta,457 Ferst Dr,Atlanta,GA,30439,USA,4/17/2000,,,,
GDB4JIF2EXMCEQHTIK7MR4INGTC3TEYH5XPCZU4AZEY3BBJILBL6VGNT,,Institution 88,real_email_for_shareholder_communication@gmx.com,4/19/1978,231 Georgia Tech Sta,458 Ferst Dr,Atlanta,GA,30440,USA,4/18/2000,,,,
GDQ7ZHBNRDLDUMYCBYF4UMXZYN24UWDXKSKGRS7SXJBLFRYIUCWLZZAG,,Institution 89,real_email_for_shareholder_communication@gmx.com,4/20/1978,232 Georgia Tech Sta,459 Ferst Dr,Atlanta,GA,30441,USA,4/19/2000,,,,
GD4YE2DQTESW7C42FTDNC2VJAS7LBT5ARTP5OTXTJSGPML3FAGNJHXXW,,Institution 90,real_email_for_shareholder_communication@gmx.com,4/21/1978,233 Georgia Tech Sta,460 Ferst Dr,Atlanta,GA,30442,USA,4/20/2000,,,,
GBOS3UTNF75U5GZVRDYPTYLGALWL2Z5YWPFWFE6G6XYR4UTYKXDMIOSV,,Institution 91,real_email_for_shareholder_communication@gmx.com,4/22/1978,234 Georgia Tech Sta,461 Ferst Dr,Atlanta,GA,30443,USA,4/21/2000,,,,
GBJNOAAXHMCJGX6EZR35QRPAWPASPAQ22UMETTI22DYJ35FPU5KALSTM,,Institution 92,real_email_for_shareholder_communication@gmx.com,4/23/1978,235 Georgia Tech Sta,462 Ferst Dr,Atlanta,GA,30444,USA,4/22/2000,,,,
GCHWTSRC3DETQENW7D4BETIADPUOTP4THXG6K5IKASXOXVNBSIZDWNA4,,Institution 93,real_email_for_shareholder_communication@gmx.com,4/24/1978,236 Georgia Tech Sta,463 Ferst Dr,Atlanta,GA,30445,USA,4/23/2000,,,,
GBQD2STS55FMPLP6SGWOE35AFNBCFF7IO5E34DPSKFFHHT332HBDCDLS,,Institution 94,real_email_for_shareholder_communication@gmx.com,4/25/1978,237 Georgia Tech Sta,464 Ferst Dr,Atlanta,GA,30446,USA,4/24/2000,,,,
GASHMXOSMH6JUDIATTWIY7XJCCXH776RAKHPF2KT6FCY63VSMXTPNANM,,Institution 95,real_email_for_shareholder_communication@gmx.com,4/26/1978,238 Georgia Tech Sta,465 Ferst Dr,Atlanta,GA,30447,USA,4/25/2000,,,,
GA22TW5ZFFRB4AC7ALFJ7DOCZCY6JMKLDMSIQBWAA7WQEKHOXW57U342,,Institution 96,real_email_for_shareholder_communication@gmx.com,4/27/1978,239 Georgia Tech Sta,466 Ferst Dr,Atlanta,GA,30448,USA,4/26/2000,,,,
GDBRS3Q46X4KNYCEGX6HARTESH6PCK53OLFKXI42YM3G7W4ASH5NWCEC,,Institution 97,real_email_for_shareholder_communication@gmx.com,4/28/1978,240 Georgia Tech Sta,467 Ferst Dr,Atlanta,GA,30449,USA,4/27/2000,,,,
GDSCVAVYZGZWBICFDSLZVYGSRSBSMZYI5QXSVG6DU3VMGJN7CM3XIXQC,,Institution 98,real_email_for_shareholder_communication@gmx.com,4/29/1978,241 Georgia Tech Sta,468 Ferst Dr,Atlanta,GA,30450,USA,4/28/2000,,,,
GBRODXOP4LLOQA5M23TTNTZ7Q4ARLTA4MZYOVR4KN3DVAMR33GSIJ7BV,,Institution 99,real_email_for_shareholder_communication@gmx.com,4/30/1978,242 Georgia Tech Sta,469 Ferst Dr,Atlanta,GA,30451,USA,4/29/2000,,,,
GDMM4DC2YH2MVNKYOQH4VYB3Z7QPX6M6XMAZNBJSS2HHDDJ43ZWOEBGK,,Institution 100,real_email_for_shareholder_communication@gmx.com,5/1/1978,243 Georgia Tech Sta,470 Ferst Dr,Atlanta,GA,30452,USA,4/30/2000,,,,
GAG22DH2QH52NL5JQ72BBSPMTB7WXTRYZKWFJL3S2MITZPIG2T3RTRSP,,Institution 101,real_email_for_shareholder_communication@gmx.com,5/2/1978,244 Georgia Tech Sta,471 Ferst Dr,Atlanta,GA,30453,USA,5/1/2000,,,,
GCQXLTYRSEDVKGDJE5B7KQ5ZDYVHEAUJXAPARPLZM4WH25D2I6F5PD7B,,Institution 102,real_email_for_shareholder_communication@gmx.com,5/3/1978,245 Georgia Tech Sta,472 Ferst Dr,Atlanta,GA,30454,USA,5/2/2000,,,,
GBWNCWX6QZYLFYMAGT5CYEVK4HQCVYHBIFEHI75RKU6CUCOTBN6TPLON,,Institution 103,real_email_for_shareholder_communication@gmx.com,5/4/1978,246 Georgia Tech Sta,473 Ferst Dr,Atlanta,GA,30455,USA,5/3/2000,,,,
GCSIAZ7VY4LKXU4PK42WIOVJC7IV7NBXUANT5EDFCORSFYIY54J3BHPJ,,Institution 104,real_email_for_shareholder_communication@gmx.com,5/5/1978,247 Georgia Tech Sta,474 Ferst Dr,Atlanta,GA,30456,USA,5/4/2000,,,,
GAP2YRYLYGENLE3NETOP3IY4QIUSC63N5OFU3SXZMOQ6Y5HIALVPPA7E,,Institution 105,real_email_for_shareholder_communication@gmx.com,5/6/1978,248 Georgia Tech Sta,475 Ferst Dr,Atlanta,GA,30457,USA,5/5/2000,,,,
GBLMBVGIIFHXSI4CQD4Z62HTCUPKXXZOM3I3ZG2Z756MQZVVAF2C5ZGB,,Institution 106,real_email_for_shareholder_communication@gmx.com,5/7/1978,249 Georgia Tech Sta,476 Ferst Dr,Atlanta,GA,30458,USA,5/6/2000,,,,
GCOHGZF3H3SBQ6KXNE6JBJCAP5LCZWJZX4N7PAVGOSQDJOIGYSFD23PE,,Institution 107,real_email_for_shareholder_communication@gmx.com,5/8/1978,250 Georgia Tech Sta,477 Ferst Dr,Atlanta,GA,30459,USA,5/7/2000,,,,
GBGYAMSKQYTGETJL35XGUZNHRU7FHKICMPFGKCDJMVFVGBOXGJRXMOMI,,Institution 108,real_email_for_shareholder_communication@gmx.com,5/9/1978,251 Georgia Tech Sta,478 Ferst Dr,Atlanta,GA,30460,USA,5/8/2000,,,,
GBXG3IEPXYGV6NOTMBIIRLF7QKDLGRHDEH4PMUWDE7KA2IQY6P5ASG4Z,,Institution 109,real_email_for_shareholder_communication@gmx.com,5/10/1978,252 Georgia Tech Sta,479 Ferst Dr,Atlanta,GA,30461,USA,5/9/2000,,,,
GBEQJI6AY6BUIZB55PN5ESVX7JGQBW2Y7D7MZBLQ4IMDUYAKAGYZ5QOO,,Institution 110,real_email_for_shareholder_communication@gmx.com,5/11/1978,253 Georgia Tech Sta,480 Ferst Dr,Atlanta,GA,30462,USA,5/10/2000,,,,
GCG5UMOKS4LLKZK6W5K7NNRGV6NK4MDUIAS3NA4MSCO6NRUL6MYR7RJT,,Institution 111,real_email_for_shareholder_communication@gmx.com,5/12/1978,254 Georgia Tech Sta,481 Ferst Dr,Atlanta,GA,30463,USA,5/11/2000,,,,
GC3QJ2BE7JCK6X4RKCY22JIR7GBTBNUF4FKEGTH67TO6OGBH2F3BNGBN,,Institution 112,real_email_for_shareholder_communication@gmx.com,5/13/1978,255 Georgia Tech Sta,482 Ferst Dr,Atlanta,GA,30464,USA,5/12/2000,,,,
GATYYOWWYD2VFVU67N5SNPH4FZL2OOBVE7QTDOQPPVSERJQZHLPU5KB3,,Institution 113,real_email_for_shareholder_communication@gmx.com,5/14/1978,256 Georgia Tech Sta,483 Ferst Dr,Atlanta,GA,30465,USA,5/13/2000,,,,
GAJQH5ZSZJKISAUYH4XUOD6C7JFVAFL57LH3ELX67AARA23N5YS2OYAD,,Institution 114,real_email_for_shareholder_communication@gmx.com,5/15/1978,257 Georgia Tech Sta,484 Ferst Dr,Atlanta,GA,30466,USA,5/14/2000,,,,
GA5Z25C4VJPQTD24WCS6F3V7ZANYQ2NZZ6D4NVQINIYXE6OJ4OLH5KCS,,Institution 115,real_email_for_shareholder_communication@gmx.com,5/16/1978,258 Georgia Tech Sta,485 Ferst Dr,Atlanta,GA,30467,USA,5/15/2000,,,,
GCFA6SO3VIYPE6QGLFEHUPDO6RSG2UDZCU4A2I6TWQUMJUM6UNFT7Z4R,,Institution 116,real_email_for_shareholder_communication@gmx.com,5/17/1978,259 Georgia Tech Sta,486 Ferst Dr,Atlanta,GA,30468,USA,5/16/2000,,,,
GC2LIO2FRDAC5KL3PO43T36X3K3WR4EPRUAUQSYCU2BC2W77SATUVKGE,,Institution 117,real_email_for_shareholder_communication@gmx.com,5/18/1978,260 Georgia Tech Sta,487 Ferst Dr,Atlanta,GA,30469,USA,5/17/2000,,,,
GBUOW6Y3ZFYKVVPA5Z2II7LUM7L27AFOMDRTF7BP6SH2QTCKLCHXMWTU,,Institution 118,real_email_for_shareholder_communication@gmx.com,5/19/1978,261 Georgia Tech Sta,488 Ferst Dr,Atlanta,GA,30470,USA,5/18/2000,,,,
GCLLTITTR6PZ23UH2KSX52PY6Z3VNFUEYHALCOMS45IUJOJ7A6XAZX6Z,,Institution 119,real_email_for_shareholder_communication@gmx.com,5/20/1978,262 Georgia Tech Sta,489 Ferst Dr,Atlanta,GA,30471,USA,5/19/2000,,,,
GCRMXFEV6L3P7Y42CNVJZOU63N5PDCLRQBQCI3YTJG4DFJBYN3IUUUZY,,Institution 120,real_email_for_shareholder_communication@gmx.com,5/21/1978,263 Georgia Tech Sta,490 Ferst Dr,Atlanta,GA,30472,USA,5/20/2000,,,,
GAII32QLCTEDXFHEFQUCHMMAOIG2IAFRSN3GCP5IX3LSMLI325NBZZE2,,Institution 121,real_email_for_shareholder_communication@gmx.com,5/22/1978,264 Georgia Tech Sta,491 Ferst Dr,Atlanta,GA,30473,USA,5/21/2000,,,,
GC3JG3BUYBDUN5VZS22762JGIG2E2ELJFQGCJWO7XUPENM5SNAKJL5ZK,,Institution 122,real_email_for_shareholder_communication@gmx.com,5/23/1978,265 Georgia Tech Sta,492 Ferst Dr,Atlanta,GA,30474,USA,5/22/2000,,,,
GAETJTV3CEISSX7K3RGCQENWGAQH2ALZUXNRJ5XLDTEKYNFCRPWSITHR,,Institution 123,real_email_for_shareholder_communication@gmx.com,5/24/1978,266 Georgia Tech Sta,493 Ferst Dr,Atlanta,GA,30475,USA,5/23/2000,,,,
GC5N2OYTRDRKB7EWHTLD6JNQXDPTVDXZJ3BFYLHGH76TH37VI3D55MLK,,Institution 124,real_email_for_shareholder_communication@gmx.com,5/25/1978,267 Georgia Tech Sta,494 Ferst Dr,Atlanta,GA,30476,USA,5/24/2000,,,,
GBAI7XUON5MKHW2ERJSNPUR7MBMQNV7CLSLPNTJKTINXDV3ES7P6NJ6G,,Institution 125,real_email_for_shareholder_communication@gmx.com,5/26/1978,268 Georgia Tech Sta,495 Ferst Dr,Atlanta,GA,30477,USA,5/25/2000,,,,
GB6CYYERSNGS7NQHKKIG5HCFRAH5TWNXU6MJOB6FYDDOPIIBBNHPNZL7,,Institution 126,real_email_for_shareholder_communication@gmx.com,5/27/1978,269 Georgia Tech Sta,496 Ferst Dr,Atlanta,GA,30478,USA,5/26/2000,,,,
GD37WECSMMJEJCIFTUBYHGTLTLGPLYEERGT5ERQ2FNMLKAQE3XR6KFGW,,Institution 127,real_email_for_shareholder_communication@gmx.com,5/28/1978,270 Georgia Tech Sta,497 Ferst Dr,Atlanta,GA,30479,USA,5/27/2000,,,,
GDGNYTEG3GH2JF7MTESCHAFSZKIGBUEJYER67JOWSAOOMHSUVSVE3WUO,,Institution 128,real_email_for_shareholder_communication@gmx.com,5/29/1978,271 Georgia Tech Sta,498 Ferst Dr,Atlanta,GA,30480,USA,5/28/2000,,,,
GD2FOC5WL6TWMPHJYIS3D77QUDADY6U7SA77TRPN445GPDCLDBMRFICR,,Institution 129,real_email_for_shareholder_communication@gmx.com,5/30/1978,272 Georgia Tech Sta,499 Ferst Dr,Atlanta,GA,30481,USA,5/29/2000,,,,
GD7SCJUI5Y2XYLP63PMXRFRVBYZ7PLI6N6EMY6WORTRQASERHOKZMCJD,,Institution 130,real_email_for_shareholder_communication@gmx.com,5/31/1978,273 Georgia Tech Sta,500 Ferst Dr,Atlanta,GA,30482,USA,5/30/2000,,,,
GD6VMPYZU24F2RET75R4KZS6ZCNDGG7WKLUJSBCFTSIUJQ5CF2NSTV2Z,,Institution 131,real_email_for_shareholder_communication@gmx.com,6/1/1978,274 Georgia Tech Sta,501 Ferst Dr,Atlanta,GA,30483,USA,5/31/2000,,,,
GBCL6GV3PUNPNJVQN2I43TUA3QHM4NVIGWBMISDITBY5EFLJRSMQSOLG,,Institution 132,real_email_for_shareholder_communication@gmx.com,6/2/1978,275 Georgia Tech Sta,502 Ferst Dr,Atlanta,GA,30484,USA,6/1/2000,,,,
GBMDLWCUR446ZGM7GR3VPYEB2XEZKLDWX4AZ6YVVPHBXVO5YXXEBP4HY,,Institution 133,real_email_for_shareholder_communication@gmx.com,6/3/1978,276 Georgia Tech Sta,503 Ferst Dr,Atlanta,GA,30485,USA,6/2/2000,,,,
GAIHZTADFTDBZEX2LAMKGR55XWUXJZDPBD3Y2RNC6CTGP3WQF64TPHOK,,Institution 134,real_email_for_shareholder_communication@gmx.com,6/4/1978,277 Georgia Tech Sta,504 Ferst Dr,Atlanta,GA,30486,USA,6/3/2000,,,,
GDBIOY64Q2VUGEYUHW2QWTOXOMLHQ47BXU7HLLXHRQAL3ZLNZ6IO72EF,,Institution 135,real_email_for_shareholder_communication@gmx.com,6/5/1978,278 Georgia Tech Sta,505 Ferst Dr,Atlanta,GA,30487,USA,6/4/2000,,,,
GDILFUJ6UE2RAROMLSWEHEYOUCA5DFN76GNME2YW3H45SNHLFGTKZFGE,,Institution 136,real_email_for_shareholder_communication@gmx.com,6/6/1978,279 Georgia Tech Sta,506 Ferst Dr,Atlanta,GA,30488,USA,6/5/2000,,,,
GBJD52Q5G5JOZSTNZO777CSV2ZQUJOIZBVAIE54ELCTWSKRLFRVOCVES,,Institution 137,real_email_for_shareholder_communication@gmx.com,6/7/1978,280 Georgia Tech Sta,507 Ferst Dr,Atlanta,GA,30489,USA,6/6/2000,,,,
GCJ7FVVWIFIGBYAWFMQCNGYI5R33B4AQSRQCTMJGI7RIKR32M2XQJROP,,Institution 138,real_email_for_shareholder_communication@gmx.com,6/8/1978,281 Georgia Tech Sta,508 Ferst Dr,Atlanta,GA,30490,USA,6/7/2000,,,,
GD645YXYS67Y2I6627K3L3R6TX3L4RG2657MYION7L6USDNFE745UEXG,,Institution 139,real_email_for_shareholder_communication@gmx.com,6/9/1978,282 Georgia Tech Sta,509 Ferst Dr,Atlanta,GA,30491,USA,6/8/2000,,,,
GCO2DVVEZMXZRFLWNJRO6ELKTE7S3VYJINLGA7FXFN4Y2DK2TL5NTAEL,,Institution 140,real_email_for_shareholder_communication@gmx.com,6/10/1978,283 Georgia Tech Sta,510 Ferst Dr,Atlanta,GA,30492,USA,6/9/2000,,,,
GAVVRDEVTHXLYXO4JFLLCRWWI6K4TFY2T3KCEWHCZNPTXWEPPXSJMPPE,,Institution 141,real_email_for_shareholder_communication@gmx.com,6/11/1978,284 Georgia Tech Sta,511 Ferst Dr,Atlanta,GA,30493,USA,6/10/2000,,,,
GBJH32HFTAG7WYDVXGA3CWE2FWPX5QSGS2RDN6V6MUBML2DIGGTJXH3Q,,Institution 142,real_email_for_shareholder_communication@gmx.com,6/12/1978,285 Georgia Tech Sta,512 Ferst Dr,Atlanta,GA,30494,USA,6/11/2000,,,,
GC6K2SMAJ5EVF74MVNAN6WD4BCDKUYHSMVPMCF4H6LU636N2VYNB4NPS,,Institution 143,real_email_for_shareholder_communication@gmx.com,6/13/1978,286 Georgia Tech Sta,513 Ferst Dr,Atlanta,GA,30495,USA,6/12/2000,,,,
GBE5AIRF7TZMCLXM4XOI5ISUA4FICHCU6RKO2OSV6RQXIOMGB7WDN374,,Institution 144,real_email_for_shareholder_communication@gmx.com,6/14/1978,287 Georgia Tech Sta,514 Ferst Dr,Atlanta,GA,30496,USA,6/13/2000,,,,
GCKZRUFJQTBZHUWUPJXJZN7HBWHQYJY55MHO6WI757BAR4ZUYHQKLCMB,,Institution 145,real_email_for_shareholder_communication@gmx.com,6/15/1978,288 Georgia Tech Sta,515 Ferst Dr,Atlanta,GA,30497,USA,6/14/2000,,,,
GBYL6WRGJELBJBIUNUZZAXMFWAQRI7RSV6UEO5GX7K2XAEWSUGEZCH3A,,Institution 146,real_email_for_shareholder_communication@gmx.com,6/16/1978,289 Georgia Tech Sta,516 Ferst Dr,Atlanta,GA,30498,USA,6/15/2000,,,,
GC4VTKPVTBMZHR245EZ4FWVK7JIHVG33XFTMI4X65US3J5OXXTBHPDNM,,Institution 147,real_email_for_shareholder_communication@gmx.com,6/17/1978,290 Georgia Tech Sta,517 Ferst Dr,Atlanta,GA,30499,USA,6/16/2000,,,,
GCGS4YZOVUAHSK7IHUQ6IXHWMU37VMH6EXT5MR7JRHTNTJLFYWLN7LAV,,Institution 148,real_email_for_shareholder_communication@gmx.com,6/18/1978,291 Georgia Tech Sta,518 Ferst Dr,Atlanta,GA,30500,USA,6/17/2000,,,,
GB6NPU7TVDR37A6M6III322EB4FJYNLY3I74XCY7EEF4TJEARU6AZP3Z,,Institution 149,real_email_for_shareholder_communication@gmx.com,6/19/1978,292 Georgia Tech Sta,519 Ferst Dr,Atlanta,GA,30501,USA,6/18/2000,,,,
GBNHRDSQA4DCMSNW4OC57JLSMTNSJ73YPVHLVH24BBF46JBDGR2A5CKE,,Institution 150,real_email_for_shareholder_communication@gmx.com,6/20/1978,293 Georgia Tech Sta,520 Ferst Dr,Atlanta,GA,30502,USA,6/19/2000,,,,
GBA5B7GOXQG6XDSGYLUZK2EM46PAYPYWJZ4NBEAJGQPVXUJR74PHARHS,,Institution 151,real_email_for_shareholder_communication@gmx.com,6/21/1978,294 Georgia Tech Sta,521 Ferst Dr,Atlanta,GA,30503,USA,6/20/2000,,,,
GAQFXA3EXMHB7UJUEKUKTHROMAQBKUEUBV27IFMJJEAJ7QPHWL6763AD,,Institution 152,real_email_for_shareholder_communication@gmx.com,6/22/1978,295 Georgia Tech Sta,522 Ferst Dr,Atlanta,GA,30504,USA,6/21/2000,,,,
GB4HJ7EMSTR4PIX6MIOUKWRCJSUSDMMYGKJRZDET5KW7XSX6QCEVK3W5,,Institution 153,real_email_for_shareholder_communication@gmx.com,6/23/1978,296 Georgia Tech Sta,523 Ferst Dr,Atlanta,GA,30505,USA,6/22/2000,,,,
GDCNZUT7VWEZIEXOLDAEZG2ZEMN3FWNMELCOYV4GYK3C44I472TZUXCI,,Institution 154,real_email_for_shareholder_communication@gmx.com,6/24/1978,297 Georgia Tech Sta,524 Ferst Dr,Atlanta,GA,30506,USA,6/23/2000,,,,
GAAN3QVM2T2JVGWXI3AEKGCJRZ34TK7GDBCMXLKC77UXXGAECZEYKMHU,,Institution 155,real_email_for_shareholder_communication@gmx.com,6/25/1978,298 Georgia Tech Sta,525 Ferst Dr,Atlanta,GA,30507,USA,6/24/2000,,,,
GDX4KKKAB3KGFPMM6RNCTQHULWKKJTLSQBDXAC7RPIFKWBOMIUN5NZAQ,,Institution 156,real_email_for_shareholder_communication@gmx.com,6/26/1978,299 Georgia Tech Sta,526 Ferst Dr,Atlanta,GA,30508,USA,6/25/2000,,,,
GALH5OJKUKJSMRKYCOVW6PDYNKXIHBZ7TSTHQXOOUNXTSHDL4DOEQS43,,Institution 157,real_email_for_shareholder_communication@gmx.com,6/27/1978,300 Georgia Tech Sta,527 Ferst Dr,Atlanta,GA,30509,USA,6/26/2000,,,,
GDJC3AWAXKPQRRGRFBO2FHWLDCSAO4SWTQZEZ6FOIPZPAMZKSK5YSNRW,,Institution 158,real_email_for_shareholder_communication@gmx.com,6/28/1978,301 Georgia Tech Sta,528 Ferst Dr,Atlanta,GA,30510,USA,6/27/2000,,,,
GBY5MUARC5PM564KF57FMNP2MCIH7AP26DY3WSETVLNKZJVP557LRALU,,Institution 159,real_email_for_shareholder_communication@gmx.com,6/29/1978,302 Georgia Tech Sta,529 Ferst Dr,Atlanta,GA,30511,USA,6/28/2000,,,,
GBYZTWHK5UCCZML5WZIU657NLUSSFFYFEMV6KXPXLI3ZHKGDX5RXYP3L,,Institution 160,real_email_for_shareholder_communication@gmx.com,6/30/1978,303 Georgia Tech Sta,530 Ferst Dr,Atlanta,GA,30512,USA,6/29/2000,,,,
GC2TFVZE32P5POLR7LLGWEVVC37QBBLQ5UDEYR3HCILKDJIBWLBCS47P,,Institution 161,real_email_for_shareholder_communication@gmx.com,7/1/1978,304 Georgia Tech Sta,531 Ferst Dr,Atlanta,GA,30513,USA,6/30/2000,,,,
GDQLK2U76ECQL2KJ7GIQKDUDJWSNEQRQPZFDWZDZHHILBHYSUD3NCWCI,,Institution 162,real_email_for_shareholder_communication@gmx.com,7/2/1978,305 Georgia Tech Sta,532 Ferst Dr,Atlanta,GA,30514,USA,7/1/2000,,,,
GBUPRGS3VITXKOYGUQ4ZNZF5WNQY7T7VI2NVBZJHZDQFJ7Y7CVKAMMK5,,Institution 163,real_email_for_shareholder_communication@gmx.com,7/3/1978,306 Georgia Tech Sta,533 Ferst Dr,Atlanta,GA,30515,USA,7/2/2000,,,,
GBSHHKF5ROB5OTPXNECO4LIO5R2DQWZEMFWLQ3RJDVPCNODL744BLBCE,,Institution 164,real_email_for_shareholder_communication@gmx.com,7/4/1978,307 Georgia Tech Sta,534 Ferst Dr,Atlanta,GA,30516,USA,7/3/2000,,,,
GAFQ3RZOWWBFRGQ627DYQBU6ZEVZNF35WBVDH36FGSIOBPTM4K2IEZRI,,Institution 165,real_email_for_shareholder_communication@gmx.com,7/5/1978,308 Georgia Tech Sta,535 Ferst Dr,Atlanta,GA,30517,USA,7/4/2000,,,,
GATCYQ7EHB2IWEEHU5TWMTU5DM6EG26ECW4IPJAJJU7SV4GPB526EI7L,,Institution 166,real_email_for_shareholder_communication@gmx.com,7/6/1978,309 Georgia Tech Sta,536 Ferst Dr,Atlanta,GA,30518,USA,7/5/2000,,,,
GDDNRISPHHGX4EJ2AOUTCIAMYPNUP2FWO73IBSBJ3ZCPWUGIHNSP4EGH,,Institution 167,real_email_for_shareholder_communication@gmx.com,7/7/1978,310 Georgia Tech Sta,537 Ferst Dr,Atlanta,GA,30519,USA,7/6/2000,,,,
GBEUMJB57AKOARL33TSEM42VZR3OEYXMXSSW2MG6B4XQPATQMGVYZQQ7,,Institution 168,real_email_for_shareholder_communication@gmx.com,7/8/1978,311 Georgia Tech Sta,538 Ferst Dr,Atlanta,GA,30520,USA,7/7/2000,,,,
GAMJB72QBQZJ35TP5FWEJYPCQ27WDLQHRM33Q5LAXTSSH2LWNJ52TWAO,,Institution 169,real_email_for_shareholder_communication@gmx.com,7/9/1978,312 Georgia Tech Sta,539 Ferst Dr,Atlanta,GA,30521,USA,7/8/2000,,,,
GD6QTK2E76PNTZE5KG4MYLJBA3CRXX2ML566QJS5SPOQU74HL67Q63QO,,Institution 170,real_email_for_shareholder_communication@gmx.com,7/10/1978,313 Georgia Tech Sta,540 Ferst Dr,Atlanta,GA,30522,USA,7/9/2000,,,,
GCECDMA55VJQTTNKLL4CMRRWBEW67O4SQLJ3LYNGHBG3YP2WRJR7HUEG,,Institution 171,real_email_for_shareholder_communication@gmx.com,7/11/1978,314 Georgia Tech Sta,541 Ferst Dr,Atlanta,GA,30523,USA,7/10/2000,,,,
